provider_id,hos_name,state_city,city_id,total_discharge,covered_charge,total_payment,medicare_payment
440001,UNICOI COUNTY MEMORIAL HOSPITAL,TN-ERWIN,1877,271,2828181,1824860,1572470
440002,JACKSON-MADISON COUNTY GENERAL HOSPITAL,TN-JACKSON,621,9581,194425063,85627773,75361026
440003,SUMNER REGIONAL MEDICAL CENTER,TN-GALLATIN,1704,1674,45842527,11876116,10083456
440006,TRISTAR SKYLINE MEDICAL CENTER,TN-NASHVILLE,629,2582,116415884,21261823,17061960
440007,UNITED REGIONAL MEDICAL CENTER,TN-MANCHESTER,2265,220,2662786,1328239,1135334
440008,HENDERSON COUNTY COMMUNITY HOSPITAL,TN-LEXINGTON,2106,309,8433018,1550224,1327761
440009,CUMBERLAND MEDICAL CENTER,TN-CROSSVILLE,1572,2066,38361016,15384406,13489673
440010,WAYNE MEDICAL CENTER,TN-WAYNESBORO,2107,222,2033152,1219770,1012625
440011,BLOUNT MEMORIAL HOSPITAL,TN-MARYVILLE,622,2940,81807675,19212735,15672684
440012,WELLMONT BRISTOL REGIONAL MEDICAL CENTER,TN-BRISTOL,623,3986,93744458,29900494,25013685
440015,UNIVERSITY OF TN MEMORIAL HOSPITAL,TN-KNOXVILLE,624,4319,156849575,47816093,41405853
440016,BAPTIST MEMORIAL HOSPITAL HUNTINGDON,TN-HUNTINGDON,2185,112,1492024,584055,488974
440017,WELLMONT HOLSTON VALLEY MEDICAL CENTER,TN-KINGSPORT,625,4329,111007842,34981001,29640688
440018,SYCAMORE SHOALS HOSPITAL,TN-ELIZABETHTON,1573,761,16533264,4385324,3659166
440020,HILLSIDE HOSPITAL,TN-PULASKI,1574,359,7058163,3220016,2922996
440025,"LAUGHLIN MEMORIAL HOSPITAL, INC",TN-GREENEVILLE,1575,1026,17257473,6377082,5149493
440029,WILLIAMSON MEDICAL CENTER,TN-FRANKLIN,626,1859,49321730,15155169,12577463
440030,MORRISTOWN HAMBLEN HOSPITAL ASSOCIATION,TN-MORRISTOWN,984,1626,35893394,11431567,9683153
440031,ROANE MEDICAL CENTER,TN-HARRIMAN,1576,459,5652664,2665413,2299924
440032,WELLMONT HAWKINS COUNTY MEMORIAL HOSPITAL,TN-ROGERSVILLE,2000,146,1890933,1323643,1200495
440033,TENNOVA HEALTHCARE-LAFOLLETT MEDICAL CENTER,TN-LA FOLLETTE,1878,593,10589663,3447753,2924142
440034,METHODIST MEDICAL CENTER OF OAK RIDGE,TN-OAK RIDGE,627,3192,85664892,26630398,22321958
440035,GATEWAY MEDICAL CENTER,TN-CLARKSVILLE,628,2863,115261471,21671871,18706365
440039,VANDERBILT UNIVERSITY HOSPITAL,TN-NASHVILLE,629,5413,231662320,70120317,59170129
440040,PERRY COMMUNITY HOSPITAL,TN-LINDEN,2186,223,2013385,1182613,1030599
440046,TRISTAR HORIZON MEDICAL CENTER,TN-DICKSON,1577,1299,37380349,9974918,8511040
440047,GIBSON GENERAL HOSPITAL,TN-TRENTON,2108,38,256342,186471,158943
440048,BAPTIST MEMORIAL HOSPITAL,TN-MEMPHIS,630,8591,331406788,83928034,71588195
440049,METHODIST HEALTHCARE MEMPHIS HOSPITALS,TN-MEMPHIS,630,13987,502410541,157579051,127985096
440050,TAKOMA REGIONAL HOSPITAL,TN-GREENEVILLE,1575,277,5638736,2112699,1760268
440051,MCNAIRY REGIONAL HOSPITAL,TN-SELMER,2109,381,8410349,1906632,1572903
440053,MIDDLE TENNESSEE MEDICAL CENTER INC,TN-MURFREESBORO,631,4036,106858753,31966357,27412513
440054,WOODS MEMORIAL HOSPITAL,TN-ETOWAH,1879,353,5368642.001,2034727,1714897
440056,TENNOVA HEALTHCARE-JEFFERSON MEMORIAL HOSPITAL,TN-JEFFERSON CITY,1578,627,11509322,3414884,2786194
440057,CLAIBORNE COUNTY HOSPITAL,TN-TAZEWELL,2110,364,5856855,2561337,2203905
440058,SOUTHERN TENNESSEE MEDICAL CENTER,TN-WINCHESTER,1579,1702,41254196,10343084,8802271
440059,COOKEVILLE REGIONAL MEDICAL CENTER,TN-COOKEVILLE,632,4484,88344575,40237566,34597491
440060,MILAN GENERAL HOSPITAL,TN-MILAN,2354,12,381951,153088,145020
440061,VOLUNTEER COMMUNITY HOSPITAL,TN-MARTIN,1580,590,19117160,3526956,2993467
440063,JOHNSON CITY MEDICAL CENTER,TN-JOHNSON CITY,633,6298,270233716,55487766,47440413
440064,GRANDVIEW MEDICAL CENTER,TN-JASPER,1933,378,7894782,2180361,1863699
440065,NORTHCREST MEDICAL CENTER,TN-SPRINGFIELD,1880,702,14280650,5353928,4637884
440067,LAKEWAY REGIONAL HOSPITAL,TN-MORRISTOWN,984,707,25742646,4243778,3708181
440068,ATHENS REGIONAL MEDICAL CENTER,TN-ATHENS,2111,492,10839175,3022646,2571396
440070,DECATUR COUNTY GENERAL HOSPITAL,TN-PARSONS,1934,328,1947081,1667768,1417690
440072,DYERSBURG REGIONAL MEDICAL CENTER,TN-DYERSBURG,1232,1846,64279945,10094932,8586522
440073,MAURY REGIONAL HOSPITAL,TN-COLUMBIA,634,3765,83471927,34792769,30530373
440081,LECONTE MEDICAL CENTER,TN-SEVIERVILLE,1581,768,17016335,5761127,4899941
440082,ST THOMAS HOSPITAL,TN-NASHVILLE,629,6795,228376969,60616911,50873175
440083,JAMESTOWN REGIONAL MEDICAL CENTER,TN-JAMESTOWN,985,829,16611150,4314695,3644164
440084,SWEETWATER HOSPITAL ASSOCIATION,TN-SWEETWATER,1705,558,15593656,3210056,2750261
440091,"MEMORIAL HEALTHCARE SYSTEM, INC",TN-CHATTANOOGA,635,8793,276069045,70901610,58543753
440102,LINCOLN MEDICAL CENTER,TN-FAYETTEVILLE,1582,360,4625148.001,2329906,2027237
440104,ERLANGER MEDICAL CENTER,TN-CHATTANOOGA,635,3977,123379468,40699524,35645787
440109,HARDIN MEDICAL CENTER,TN-SAVANNAH,1881,378,5865485,3243375,2912115
440110,FORT LOUDOUN MEDICAL CENTER,TN-LENOIR CITY,1583,323,5196682,2179192,1858066
440111,METRO NASHVILLE GENERAL HOSPITAL,TN-NASHVILLE,629,38,997942.0001,469781,445623
440115,HUMBOLDT GENERAL HOSPITAL INC,TN-HUMBOLDT,2315,96,643209,500684,422580
440120,TENNOVA HEALTHCARE,TN-KNOXVILLE,624,5146,171001595,42984243,36060286
440125,FORT SANDERS REGIONAL MEDICAL CENTER,TN-KNOXVILLE,624,2595,75101082,22749091,18856575
440130,BAPTIST MEMORIAL HOSPITAL UNION CITY,TN-UNION CITY,1584,605,9748666.001,3321239,2753915
440131,BAPTIST MEMORIAL HOSPITAL TIPTON,TN-COVINGTON,2112,169,3020963,1430146,1300153
440132,HENRY COUNTY MEDICAL CENTER,TN-PARIS,1233,1050,23009894,7500122.001,6415198
440133,BAPTIST HOSPITAL,TN-NASHVILLE,629,3252,104225444,30371938,25312673
440137,HERITAGE MEDICAL CENTER,TN-SHELBYVILLE,636,658,13669661,3420596,2805364
440141,CUMBERLAND RIVER HOSPITAL,TN-CELINA,1935,137,1088420,836993,732749
440144,HARTON REGIONAL MEDICAL CENTER,TN-TULLAHOMA,986,1843,69669382,13092144,11130017
440148,STONES RIVER HOSPITAL AND DEKALB COMMUNITY HOSP,TN-SMITHVILLE,1936,267,3603747,1952541,1692514
440150,TRISTAR SUMMIT MEDICAL CENTER,TN-HERMITAGE,637,2429,92613009,19033237,15148430
440151,RIVER PARK HOSPITAL,TN-MC MINNVILLE,1882,872,20794762,6034173,5293989
440152,REGIONAL MEDICAL CENTER AT MEMPHIS,TN-MEMPHIS,630,206,12136484,2889918,2533811
440153,TENNOVA HEALTHCARE-NEWPORT MEDICAL CENTER,TN-NEWPORT,1798,551,9822736,3314866,2816133
440156,PARKRIDGE MEDICAL CENTER,TN-CHATTANOOGA,635,3440,142705485,31673529,26234555
440159,DELTA MEDICAL CENTER,TN-MEMPHIS,630,300,6175277,2527315,2291673
440161,TRISTAR CENTENNIAL MEDICAL CENTER,TN-NASHVILLE,629,4054,207235643,42684873,34432601
440168,METHODIST HEALTHCARE FAYETTE HOSPITAL,TN-SOMERVILLE,2316,40,661012.0001,182888,151513
440173,PARKWEST MEDICAL CENTER,TN-KNOXVILLE,624,5241,130448764,42076869,34915578
440174,HAYWOOD PARK COMMUNITY HOSPITAL,TN-BROWNSVILLE,1774,186,1895345,1068709,910208
440175,CROCKETT HOSPITAL,TN-LAWRENCEBURG,1585,726,15810787,4933895,4116961
440176,INDIAN PATH MEDICAL CENTER,TN-KINGSPORT,625,1030,42234620,8051398.999,6755466
440180,JELLICO COMMUNITY HOSPITAL,TN-JELLICO,2001,350,3798808,2697018,2381301
440181,BOLIVAR GENERAL HOSPITAL,TN-BOLIVAR,2317,49,360897,306818,267658
440182,MCKENZIE REGIONAL HOSPITAL,TN-MC KENZIE,1775,292,7285833,1348275,1107861
440183,ST FRANCIS HOSPITAL,TN-MEMPHIS,630,2980,173198435,27682892,23112230
440184,FRANKLIN WOODS COMMUNITY HOSPITAL,TN-JOHNSON CITY,633,560,14111197,3053300,2506652
440185,SKYRIDGE MEDICAL CENTER,TN-CLEVELAND,1586,2918,113095346,19045343,16223909
440186,(CLOSED) RIVERVIEW REGIONAL MEDICAL CENTER NORTH,TN-CARTHAGE,1937,243,4534226,1553568,1353363
440187,LIVINGSTON REGIONAL HOSPITAL,TN-LIVINGSTON,1776,990,20838852,5723433,4851418
440189,REGIONAL HOSPITAL OF JACKSON,TN-JACKSON,621,2672,166126227,21760706,18878199
440192,HIGHLANDS MEDICAL CENTER,TN-SPARTA,1587,355,9041606,2762938,2397771
440193,UNIVERSITY MEDICAL CENTER,TN-LEBANON,1234,1336,65304371,11626140,9884514.001
440194,TRISTAR HENDERSONVILLE MEDICAL CENTER,TN-HENDERSONVILLE,1588,945,37595515,6588702,5159146
440197,TRISTAR SOUTHERN HILLS MEDICAL CENTER,TN-NASHVILLE,629,743,23863589,6861916,5665009
440200,STONES RIVER HOSPITAL & DEKALB COMMUNITY HOSPITAL,TN-WOODBURY,2318,48,494293.0001,312555,279151
440218,THE CENTER FOR SPINAL SURGERY,TN-NASHVILLE,629,266,12800522,4492100,4009020
440227,TRISTAR STONECREST MEDICAL CENTER,TN-SMYRNA,1808,702,22217792,6360930,5015743
440228,SAINT FRANCIS BARTLETT MEDICAL CENTER,TN-BARTLETT,987,1438,74052548,11571077,9491401
450002,PROVIDENCE MEMORIAL HOSPITAL,TX-EL PASO,988,2257,141130832,21788107,19082982
450005,MEMORIAL HERMANN BAPTIST ORANGE HOSPITAL,TX-ORANGE,2113,363,9275416,2149560,1830105
450007,PETERSON REGIONAL MEDICAL CENTER,TX-KERRVILLE,638,1670,33363746,12175497,10392988
450010,UNITED REGIONAL HEALTH CARE SYSTEM,TX-WICHITA FALLS,639,4936,170470269,46848533,40182701
450011,ST JOSEPH REGIONAL HEALTH CENTER,TX-BRYAN,640,4992,199301081,40967976,35325246
450015,PARKLAND HEALTH AND HOSPITAL SYSTEM,TX-DALLAS,647,1694,64254126,22990224,20935439
450018,UNIVERSITY OF TEXAS MEDICAL BRANCH GAL,TX-GALVESTON,989,2375,80189154,37238447,34625159
450021,BAYLOR UNIVERSITY MEDICAL CENTER,TX-DALLAS,647,7425,278486783,91761919,80052390
450023,CITIZENS MEDICAL CENTER,TX-VICTORIA,641,2434,74406962,17746947,14611300
450024,UNIVERSITY MEDICAL CENTER OF EL PASO,TX-EL PASO,988,575,12715049,5675540,5112754
450028,"VHS BROWNSVILLE HOSPITAL COMPANY, LLC",TX-BROWNSVILLE,995,1421,113024028,17822290,16051689
450029,LAREDO MEDICAL CENTER,TX-LAREDO,677,3849,249673726,39838463,35363024
450032,GOOD SHEPHERD MEDICAL CENTER MARSHALL,TX-MARSHALL,1777,1003,26392245,7440379,6557256
450033,VHS HARLINGEN HOSPITAL COMPANY LLC,TX-HARLINGEN,990,3937,156805487,40709441,35863923
450034,CHRISTUS HOSPITAL,TX-BEAUMONT,642,5462,206549904,41957986,34821077
450035,ST JOSEPH MEDICAL CENTER,TX-HOUSTON,652,862,37960170,9629730,8698994
450037,GOOD SHEPHERD MEDICAL CENTER,TX-LONGVIEW,643,5594,194055087,48017017,42933010
450039,JPS HEALTH NETWORK,TX-FORT WORTH,659,1320,48865259,15443125,14209095
450040,COVENANT MEDICAL CENTER,TX-LUBBOCK,644,7058,551509155,76143822,59856077
450042,PROVIDENCE HEALTH CENTER,TX-WACO,645,4524,116473417,36542870,31210601
450044,UT SOUTHWESTERN UNIVERSITY HOSPITAL,TX-DALLAS,647,3033,137952844,34776135,32182737
450046,CHRISTUS SPOHN HOSPITAL CORPUS CHRISTI,TX-CORPUS CHRISTI,646,6733,333070370,61780164,52897823
450051,METHODIST DALLAS MEDICAL CENTER,TX-DALLAS,647,3034,117827950,39840536,35272178
450052,GOODALL WITCHER HOSPITAL,TX-CLIFTON,2114,75,1186299,518401,445388
450054,SCOTT & WHITE MEMORIAL HOSPITAL,TX-TEMPLE,648,7616,233278917,90052887,78974052
450055,ROLLING PLAINS MEMORIAL HOSPITAL,TX-SWEETWATER,1938,204,2972774,1573492,1406046
450056,SETON MEDICAL CENTER AUSTIN,TX-AUSTIN,649,5076,292485098,45454820,37239741
450058,BAPTIST MEDICAL CENTER,TX-SAN ANTONIO,650,11129,542288140,104955972,91037331
450064,TEXAS HEALTH ARLINGTON MEMORIAL HOSPITAL,TX-ARLINGTON,651,3069,109174201,27357683,23633026
450068,MEMORIAL HERMANN TEXAS MEDICAL CENTER,TX-HOUSTON,652,2921,155166629,47394054,41488702
450072,BRAZOSPORT REGIONAL HEALTH SYSTEM,TX-LAKE JACKSON,1589,1370,32231405,9264357,8065791
450073,COGDELL MEMORIAL HOSPITAL,TX-SNYDER,2319,54,666975.0001,428253.9999,394849.9999
450078,ANSON GENERAL HOSPITAL,TX-ANSON,2187,107,1010085,700718,615857
450079,BAYLOR MEDICAL CENTER AT IRVING,TX-IRVING,653,2414,76647878,21499981,18264371
450080,TITUS REGIONAL MEDICAL CENTER,TX-MOUNT PLEASANT,1939,515,10380749,4252214,3732752
450082,CHRISTUS SPOHN HOSPITAL BEEVILLE,TX-BEEVILLE,2115,369,11149821,2572967,2228218
450083,EAST TEXAS MEDICAL CENTER,TX-TYLER,654,5837,403095063,53378923,43353153
450085,GRAHAM REGIONAL MEDICAL CENTER,TX-GRAHAM,2116,196,2852914,1487888,1309126
450087,NORTH HILLS HOSPITAL,TX-NORTH RICHLAND,655,1749,93498070,13598020,10988652
450090,NORTH TEXAS MEDICAL CENTER,TX-GAINESVILLE,1590,245,5480921,1711503,1495250
450092,FORT DUNCAN MEDICAL CENTER,TX-EAGLE PASS,1778,1062,39651037,6961754,6150481
450097,BAYSHORE MEDICAL CENTER,TX-PASADENA,991,3228,179673158,30647096,26135240
450099,PAMPA REGIONAL MEDICAL CENTER,TX-PAMPA,2002,367,11936033,2707265,2289027
450101,HILLCREST BAPTIST MEDICAL CENTER,TX-WACO,645,2176,68475472,20904305,18253689
450102,MOTHER FRANCES HOSPITAL,TX-TYLER,654,7197,350655951,61995573,51600469
450104,GUADALUPE REGIONAL MEDICAL CENTER,TX-SEGUIN,1235,1160,25917108,9759460,8561715
450107,LAS PALMAS MEDICAL CENTER,TX-EL PASO,988,5053,345065089,50476848,43143353
450108,CONNALLY MEMORIAL MEDICAL CENTER,TX-FLORESVILLE,2245,235,4556944,1626996,1338993
450119,SOUTH TEXAS HEALTH SYSTEM,TX-EDINBURG,656,3614,255978393,42313682,38540606
450124,UNIVERSITY MEDICAL CENTER AT BRACKENRIDGE,TX-AUSTIN,649,1072,50760452,11475280,10158146
450128,KNAPP MEDICAL CENTER,TX-WESLACO,992,1978,46832753,16158735,14275552
450130,NIX HEALTH CARE SYSTEM,TX-SAN ANTONIO,650,1272,35871961,10329323,9291424
450132,MEDICAL CENTER HOSPITAL,TX-ODESSA,657,3422,110305918,35161317,30253557
450133,MIDLAND MEMORIAL HOSPITAL,TX-MIDLAND,658,2539,84010974,26843667,21879822
450135,TEXAS HEALTH HARRIS METHODIST FORT WORTH,TX-FORT WORTH,659,7578,292700064,71553366,60940211
450137,BAYLOR ALL SAINTS MEDICAL CENTER AT FW,TX-FORT WORTH,659,3144,110582201,34289692,29530149
450143,SETON SMITHVILLE REGIONAL HOSPITAL,TX-SMITHVILLE,2117,135,2018915,758423,633212
450144,PERMIAN REGIONAL MEDICAL CENTER ANDREWS COUNTY HO,TX-ANDREWS,2320,12,134351,118452,104948
450147,DETAR HOSPITAL NAVARRO,TX-VICTORIA,641,2252,123406675,17399848,15068352
450148,TEXAS HEALTH HARRIS METHODIST HOSPITAL CLEBURNE,TX-CLEBURNE,1883,722,23774394,5771290,4894648
450152,METROPLEX HOSPITAL,TX-KILLEEN,1792,1716,47299390,13681385,12041610
450154,VAL VERDE REGIONAL MEDICAL CENTER,TX-DEL RIO,2118,523,11007484,4152767,3777375
450155,HEREFORD REGIONAL MEDICAL CENTER,TX-HEREFORD,2321,53,420219,297809,243765
450162,GRACE MEDICAL CENTER,TX-LUBBOCK,644,273,14580375,3736024,3067621
450163,CHRISTUS SPOHN HOSPITAL KLEBERG,TX-KINGSVILLE,1591,861,27259554,4623967,3801190
450165,SOUTH TEXAS REGIONAL MEDICAL CENTER,TX-JOURDANTON,1706,361,9903610,2068573,1722911
450176,MISSION REGIONAL MEDICAL CENTER,TX-MISSION,1236,2350,78292890,25614695,23056122
450177,UVALDE MEMORIAL HOSPITAL,TX-UVALDE,1592,312,6350618,2617388,2295819
450178,PECOS COUNTY MEMORIAL HOSPITAL,TX-FORT STOCKTON,2119,199,2308047,1207002,998096
450184,MEMORIAL HERMANN HOSPITAL SYSTEM,TX-HOUSTON,652,11141,359086847,121837082,103517879
450187,SCOTT & WHITE HOSPITAL BRENHAM,TX-BRENHAM,1940,300,7883387,2787932,2498478
450188,ETMC CLARKSVILLE,TX-CLARKSVILLE,1779,426,12315812,2058509,1703685
450192,HILL REGIONAL HOSPITAL,TX-HILLSBORO,1941,402,9767754,2276042,1877369
450193,ST LUKES EPISCOPAL HOSPITAL,TX-HOUSTON,652,5907,296663219,76610044,50029646
450194,EAST TEXAS MEDICAL CENTER JACKSONVILLE,TX-JACKSONVILLE,1884,324,16568234,2436559,2146481
450196,PARIS REGIONAL MEDICAL CENTER,TX-PARIS,660,2745,75776342,21682776,18726335
450200,WADLEY REGIONAL MEDICAL CENTER,TX-TEXARKANA,661,1754,62522933,14886856,12935631
450203,WEATHERFORD REGIONAL MEDICAL CENTER,TX-WEATHERFORD,1780,1333,44462184,9178031,7693802.001
450209,NORTHWEST TEXAS HOSPITAL,TX-AMARILLO,662,2917,115551661,30501420,27528337
450210,ETMC CARTHAGE,TX-CARTHAGE,1781,182,4934323,1184856,987531.0001
450211,MEMORIAL MEDICAL CENTER OF EAST TEXAS,TX-LUFKIN,663,2393,121620843,17102148,14572441
450213,UNIVERSITY HEALTH SYSTEM,TX-SAN ANTONIO,650,920,23613405,13280099,11762520
450214,GULF COAST MEDICAL CENTER,TX-WHARTON,2322,192,5149968,1449309,1287786
450219,SCOTT & WHITE HOSPITAL-LLANO,TX-LLANO,2120,165,1473350,1254635,1137515
450221,MOORE COUNTY HOSPITAL DISTRICT,TX-DUMAS,2121,78,1248506,700285.0001,623708
450222,CONROE REGIONAL MEDICAL CENTER,TX-CONROE,664,3569,233040401,32658124,27424364
450229,HENDRICK MEDICAL CENTER,TX-ABILENE,665,4056,170203330,38659991,31815921
450231,BAPTIST ST ANTHONYS HEALTH SYSTEM-BAPTIST CAMPUS,TX-AMARILLO,662,5889,184648506,48945430,40502963
450234,COMANCHE COUNTY MEDICAL CENTER,TX-COMANCHE,2323,62,794321.0001,373397,316046
450235,MEMORIAL HOSPITAL,TX-GONZALES,2246,137,1230690,785943,672652
450236,HOPKINS COUNTY MEMORIAL HOSPITAL,TX-SULPHUR SPRINGS,666,813,13759625,5223778,4406328
450237,CHRISTUS SANTA ROSA HOSPITAL,TX-SAN ANTONIO,650,6292,231938809,71477224,63894707
450241,FAITH COMMUNITY HOSPITAL,TX-JACKSBORO,2122,45,234565,187478,151906
450243,HAMLIN MEMORIAL HOSPITAL,TX-HAMLIN,2395,12,154649,195719,185387
450253,BELLVILLE GENERAL HOSPITAL,TX-BELLVILLE,2247,97,897603,532326,436264
450270,LAKE WHITNEY MEDICAL CENTER,TX-WHITNEY,1885,185,807675,961999,838859
450271,WISE REGIONAL HEALTH SYSTEM,TX-DECATUR,667,1035,36598731,8408648,7176477
450272,CENTRAL TEXAS MEDICAL CENTER,TX-SAN MARCOS,1707,860,24493402,7581693,6695256
450280,BAYLOR MEDICAL CENTER AT GARLAND,TX-GARLAND,668,2756,89999015,26356545,23131896
450283,COZBY-GERMANY HOSPITAL,TX-GRAND SALINE,2123,68,891001.0001,368017,309139
450289,HARRIS HEALTH SYSTEM,TX-HOUSTON,652,817,23034291,11774861,11002448
450292,TEXAS HEALTH PRESBYTERIAN HOSPITAL KAUFMAN,TX-KAUFMAN,1593,569,11320836,3469294,2859744
450293,FRIO REGIONAL HOSPITAL,TX-PEARSALL,2339,42,345970,208080,167497
450296,CLEVELAND REGIONAL MEDICAL CTR,TX-CLEVELAND,2124,469,25211901,3233750,2827037
450299,COLLEGE STATION MEDICAL CENTER,TX-COLLEGE STATION,1594,1271,87208483.99,12158334,10271698
450306,STAMFORD MEMORIAL HOSPITAL,TX-STAMFORD,2248,42,359767,246107,214519
450324,TEXOMA MEDICAL CENTER,TX-DENISON,669,2816,99398956,24086909,20754870
450330,OAKBEND MEDICAL CENTER,TX-RICHMOND,1595,978,28615382,7519454,6700659
450340,SAN ANGELO COMMUNITY MEDICAL CENTER,TX-SAN ANGELO,670,1298,66799988,10064740,8677608
450346,MEMORIAL HERMANN BAPTIST BEAUMONT HOSPITAL,TX-BEAUMONT,642,4051,142316007,31947972,28090208
450347,HUNTSVILLE MEMORIAL HOSPITAL,TX-HUNTSVILLE,1942,736,19901917,5054836,4328688
450348,FALLS COMMUNITY HOSPITAL AND CLINIC,TX-MARLIN,2324,242,4090615,1824733,1639432
450351,TEXAS HEALTH HARRIS METHODIST HOSPITAL STEPHENVILL,TX-STEPHENVILLE,1782,453,11794618,3775294,3301618
450352,HUNT REGIONAL MEDICAL CENTER,TX-GREENVILLE,1237,1367,33928743,10592805,9153633.999
450358,"METHODIST HOSPITAL,THE",TX-HOUSTON,652,8126,472920159,95811669.01,85466924
450369,CHILDRESS REGIONAL MEDICAL CENTER,TX-CHILDRESS,2249,103,1070908,601360,474648
450370,COLUMBUS COMMUNITY HOSPITAL,TX-COLUMBUS,2325,193,2402574,1615488,1436861
450372,BAYLOR MEDICAL CENTER AT WAXAHACHIE,TX-WAXAHACHIE,1596,842,24869553,6735572,5722326
450373,EAST TEXAS MEDICAL CENTER MOUNT VERNON,TX-MOUNT VERNON,2188,168,3732884,987418,846306
450379,DALLAS MEDICAL CENTER,TX-DALLAS,647,185,7174094,1372328,1132019
450388,METHODIST HOSPITAL,TX-SAN ANTONIO,650,15421,736456032,151690518,130100668
450389,EAST TEXAS MEDICAL CENTER ATHENS,TX-ATHENS,993,2134,78111438,13315396,10905608
450395,MEMORIAL MEDICAL CENTER LIVINGSTON,TX-LIVINGSTON,1708,615,28246035,4074738,3445453
450399,BROWNFIELD REGIONAL MEDICAL CENTER,TX-BROWNFIELD,2125,60,531856,462684,411810
450400,PARKVIEW REGIONAL HOSPITAL,TX-MEXIA,1943,234,5442672,1468644,1248487
450403,MEDICAL CENTER OF MCKINNEY,TX-MCKINNEY,994,2349,146124728,18901389,15710931
450411,EASTLAND MEMORIAL HOSPITAL,TX-EASTLAND,2126,254,2334291,1365016,1156435
450419,TEXAS HEALTH HARRIS METHODIST HOSPITAL AZLE,TX-AZLE,2003,389,7716661,2698170,2151836
450422,BAYLOR MEDICAL CENTER AT UPTOWN,TX-DALLAS,647,229,9253697,3378804,2530354
450424,SAN JACINTO METHODIST HOSPITAL,TX-BAYTOWN,1238,2683,152826204,26864758,23792789
450431,ST DAVIDS MEDICAL CENTER,TX-AUSTIN,649,5734,280680135,62617439,52215369
450438,COLORADO FAYETTE MEDICAL CENTER,TX-WEIMAR,2127,239,2128463,1481768,1312453
450446,RIVERSIDE GENERAL HOSPITAL,TX-HOUSTON,652,443,12603552,2497335,2184606
450447,NAVARRO REGIONAL HOSPITAL,TX-CORSICANA,1597,1092,33270120,6645265,5484071
450451,GLEN ROSE MEDICAL CENTER,TX-GLEN ROSE,2128,217,2829206,1310549,1131245
450460,TYLER COUNTY HOSPITAL,TX-WOODVILLE,2129,154,1396386,790970,673826
450462,TEXAS HEALTH PRESBYTERIAN HOSPITAL  DALLAS,TX-DALLAS,647,5547,214191119,50887026,43195101
450465,MATAGORDA REGIONAL MEDICAL CENTER,TX-BAY CITY,2004,559,10237918,3763498,3299008
450469,TEXAS HEALTH PRESBYTERIAN HOSPITAL-WNJ,TX-SHERMAN,1239,2118,77282959,16977382,14654547
450475,ETMC HENDERSON,TX-HENDERSON,1886,326,10583724,2451242,2154820
450484,WOODLAND HEIGHTS MEDICAL CENTER,TX-LUFKIN,663,1433,88850472,11036342,9341602
450488,ALLEGIANCE SPECIALTY HOSPITAL OF KILGORE,TX-KILGORE,2396,34,361290.9999,161213,141561
450489,MEDICAL ARTS HOSPITAL,TX-LAMESA,2326,22,236438,155573,136077
450497,BOWIE MEMORIAL HOSPITAL,TX-BOWIE,1944,184,3739441,1230401,1072629
450498,STEPHENS MEMORIAL HOSPITAL,TX-BRECKENRIDGE,2130,85,587811,432906,370818
450508,MEMORIAL HOSPITAL,TX-NACOGDOCHES,1598,1107,29268149,8188675,7140070
450518,THE MEDICAL CENTER OF SOUTHEAST TEXAS,TX-PORT ARTHUR,671,1615,65392585,12099974,10408362
450537,METHODIST RICHARDSON MEDICAL CENTER,TX-RICHARDSON,1599,905,31295203,8628252.999,7344204
450539,COVENANT HOSPITAL PLAINVIEW,TX-PLAINVIEW,1709,250,4167988.001,1550474,1300476
450558,ABILENE REGIONAL MEDICAL CENTER,TX-ABILENE,665,1672,107553890,14776680,12993874
450563,BAYLOR REGIONAL MEDICAL CENTER AT GRAPEVINE,TX-GRAPEVINE,672,2472,80054261,19997014,16626018
450565,PALO PINTO GENERAL HOSPITAL,TX-MINERAL WELLS,2131,321,5787895,2217898,1873132
450571,SHANNON MEDICAL CENTER,TX-SAN ANGELO,670,3221,98924467,29346654,24491707
450573,CHRISTUS JASPER MEMORIAL HOSPITAL,TX-JASPER,2132,421,6538742,2580346,2224724
450578,HEMPHILL COUNTY HOSPITAL,TX-CANADIAN,2327,11,121332,181291,172067.0001
450580,EAST TEXAS MEDICAL CENTER CROCKETT,TX-CROCKETT,1600,463,13102494,2634161,2183183
450584,WILBARGER GENERAL HOSPITAL,TX-VERNON,2328,25,199749,151610,123327
450586,SEYMOUR HOSPITAL,TX-SEYMOUR,1945,81,996765.9999,711802,647402
450587,BROWNWOOD REGIONAL MEDICAL CENTER,TX-BROWNWOOD,1601,1628,57886261,9611916,8147248
450591,ANGLETON-DANBURY MEDICAL CENTER,TX-ANGLETON,2133,282,5269652,2250898,1936633
450596,LAKE GRANBURY MEDICAL CENTER,TX-GRANBURY,1602,608,35864870,4706129,3843419
450597,CUERO COMMUNITY HOSPITAL,TX-CUERO,1946,414,4579079,2299330,1948832
450604,HILL COUNTRY MEMORIAL HOSPITAL INC,TX-FREDERICKSBURG,673,820,18524208,7554763.001,6498964
450605,CARE REGIONAL MEDICAL CENTER,TX-ARANSAS PASS,1887,334,5396143,2456510,2182952
450610,MEMORIAL HERMANN MEMORIAL CITY MEDICAL CENTER,TX-HOUSTON,652,3706,112425374,35618657,27983893
