provider_id,hos_name,city_id,total_discharge,covered_charge,total_payment,medicare_payment
430077,RAPID CITY REGIONAL HOSPITAL,620,3524,126945419,41912903,36316400
430084,PHS INDIAN HOSPITAL AT ROSEBUD,2338,36,135846,173449,145873
430089,SIOUXLAND SURGERY CENTER LP,2363,382,20638425,5567820.999,4828129.001
430090,SIOUX FALLS SPECIALTY HOSPITAL,619,453,22115984,6248880.999,5460619
430091,BLACK HILLS SURGICAL HOSPITAL LLP,620,408,18244572,5464777.001,4823031.001
430092,DAKOTA PLAINS SURGICAL CENTER LLP,1231,145,5017424,1700546,1549926
430094,SPEARFISH REGIONAL SURGERY CENTER,2314,18,483116,216630,195894
430095,AVERA HEART HOSPITAL OF SOUTH DAKOTA LLC,619,923,34505826,8900113,7629376
430096,LEWIS AND CLARK SPECIALTY HOSPITAL,618,59,2103627,693250,627550.0001
440001,UNICOI COUNTY MEMORIAL HOSPITAL,1877,271,2828181,1824860,1572470
440002,JACKSON-MADISON COUNTY GENERAL HOSPITAL,621,9581,194425063,85627773,75361026
440003,SUMNER REGIONAL MEDICAL CENTER,1704,1674,45842527,11876116,10083456
440006,TRISTAR SKYLINE MEDICAL CENTER,629,2582,116415884,21261823,17061960
440007,UNITED REGIONAL MEDICAL CENTER,2265,220,2662786,1328239,1135334
440008,HENDERSON COUNTY COMMUNITY HOSPITAL,2106,309,8433018,1550224,1327761
440009,CUMBERLAND MEDICAL CENTER,1572,2066,38361016,15384406,13489673
440010,WAYNE MEDICAL CENTER,2107,222,2033152,1219770,1012625
440011,BLOUNT MEMORIAL HOSPITAL,622,2940,81807675,19212735,15672684
440012,WELLMONT BRISTOL REGIONAL MEDICAL CENTER,623,3986,93744458,29900494,25013685
440015,UNIVERSITY OF TN MEMORIAL HOSPITAL,624,4319,156849575,47816093,41405853
440016,BAPTIST MEMORIAL HOSPITAL HUNTINGDON,2185,112,1492024,584055,488974
440017,WELLMONT HOLSTON VALLEY MEDICAL CENTER,625,4329,111007842,34981001,29640688
440018,SYCAMORE SHOALS HOSPITAL,1573,761,16533264,4385324,3659166
440020,HILLSIDE HOSPITAL,1574,359,7058163,3220016,2922996
440025,"LAUGHLIN MEMORIAL HOSPITAL, INC",1575,1026,17257473,6377082,5149493
440029,WILLIAMSON MEDICAL CENTER,626,1859,49321730,15155169,12577463
440030,MORRISTOWN HAMBLEN HOSPITAL ASSOCIATION,984,1626,35893394,11431567,9683153
440031,ROANE MEDICAL CENTER,1576,459,5652664,2665413,2299924
440032,WELLMONT HAWKINS COUNTY MEMORIAL HOSPITAL,2000,146,1890933,1323643,1200495
440033,TENNOVA HEALTHCARE-LAFOLLETT MEDICAL CENTER,1878,593,10589663,3447753,2924142
440034,METHODIST MEDICAL CENTER OF OAK RIDGE,627,3192,85664892,26630398,22321958
440035,GATEWAY MEDICAL CENTER,628,2863,115261471,21671871,18706365
440039,VANDERBILT UNIVERSITY HOSPITAL,629,5413,231662320,70120317,59170129
440040,PERRY COMMUNITY HOSPITAL,2186,223,2013385,1182613,1030599
440046,TRISTAR HORIZON MEDICAL CENTER,1577,1299,37380349,9974918,8511040
440047,GIBSON GENERAL HOSPITAL,2108,38,256342,186471,158943
440048,BAPTIST MEMORIAL HOSPITAL,630,8591,331406788,83928034,71588195
440049,METHODIST HEALTHCARE MEMPHIS HOSPITALS,630,13987,502410541,157579051,127985096
440050,TAKOMA REGIONAL HOSPITAL,1575,277,5638736,2112699,1760268
440051,MCNAIRY REGIONAL HOSPITAL,2109,381,8410349,1906632,1572903
440053,MIDDLE TENNESSEE MEDICAL CENTER INC,631,4036,106858753,31966357,27412513
440054,WOODS MEMORIAL HOSPITAL,1879,353,5368642.001,2034727,1714897
440056,TENNOVA HEALTHCARE-JEFFERSON MEMORIAL HOSPITAL,1578,627,11509322,3414884,2786194
440057,CLAIBORNE COUNTY HOSPITAL,2110,364,5856855,2561337,2203905
440058,SOUTHERN TENNESSEE MEDICAL CENTER,1579,1702,41254196,10343084,8802271
440059,COOKEVILLE REGIONAL MEDICAL CENTER,632,4484,88344575,40237566,34597491
440060,MILAN GENERAL HOSPITAL,2354,12,381951,153088,145020
440061,VOLUNTEER COMMUNITY HOSPITAL,1580,590,19117160,3526956,2993467
440063,JOHNSON CITY MEDICAL CENTER,633,6298,270233716,55487766,47440413
440064,GRANDVIEW MEDICAL CENTER,1933,378,7894782,2180361,1863699
440065,NORTHCREST MEDICAL CENTER,1880,702,14280650,5353928,4637884
440067,LAKEWAY REGIONAL HOSPITAL,984,707,25742646,4243778,3708181
440068,ATHENS REGIONAL MEDICAL CENTER,180,492,10839175,3022646,2571396
440070,DECATUR COUNTY GENERAL HOSPITAL,1934,328,1947081,1667768,1417690
440072,DYERSBURG REGIONAL MEDICAL CENTER,1232,1846,64279945,10094932,8586522
440073,MAURY REGIONAL HOSPITAL,634,3765,83471927,34792769,30530373
440081,LECONTE MEDICAL CENTER,1581,768,17016335,5761127,4899941
440082,ST THOMAS HOSPITAL,629,6795,228376969,60616911,50873175
440083,JAMESTOWN REGIONAL MEDICAL CENTER,985,829,16611150,4314695,3644164
440084,SWEETWATER HOSPITAL ASSOCIATION,1705,558,15593656,3210056,2750261
440091,"MEMORIAL HEALTHCARE SYSTEM, INC",635,8793,276069045,70901610,58543753
440102,LINCOLN MEDICAL CENTER,1582,360,4625148.001,2329906,2027237
440104,ERLANGER MEDICAL CENTER,635,3977,123379468,40699524,35645787
440109,HARDIN MEDICAL CENTER,1881,378,5865485,3243375,2912115
440110,FORT LOUDOUN MEDICAL CENTER,1583,323,5196682,2179192,1858066
440111,METRO NASHVILLE GENERAL HOSPITAL,629,38,997942.0001,469781,445623
440115,HUMBOLDT GENERAL HOSPITAL INC,2315,96,643209,500684,422580
440120,TENNOVA HEALTHCARE,624,5146,171001595,42984243,36060286
440125,FORT SANDERS REGIONAL MEDICAL CENTER,624,2595,75101082,22749091,18856575
440130,BAPTIST MEMORIAL HOSPITAL UNION CITY,1584,605,9748666.001,3321239,2753915
440131,BAPTIST MEMORIAL HOSPITAL TIPTON,2112,169,3020963,1430146,1300153
440132,HENRY COUNTY MEDICAL CENTER,1233,1050,23009894,7500122.001,6415198
440133,BAPTIST HOSPITAL,120,3252,104225444,30371938,25312673
440137,HERITAGE MEDICAL CENTER,636,658,13669661,3420596,2805364
440141,CUMBERLAND RIVER HOSPITAL,1935,137,1088420,836993,732749
440144,HARTON REGIONAL MEDICAL CENTER,986,1843,69669382,13092144,11130017
440148,STONES RIVER HOSPITAL AND DEKALB COMMUNITY HOSP,1936,267,3603747,1952541,1692514
440150,TRISTAR SUMMIT MEDICAL CENTER,637,2429,92613009,19033237,15148430
440151,RIVER PARK HOSPITAL,1882,872,20794762,6034173,5293989
440152,REGIONAL MEDICAL CENTER AT MEMPHIS,630,206,12136484,2889918,2533811
440153,TENNOVA HEALTHCARE-NEWPORT MEDICAL CENTER,1798,551,9822736,3314866,2816133
440156,PARKRIDGE MEDICAL CENTER,635,3440,142705485,31673529,26234555
440159,DELTA MEDICAL CENTER,630,300,6175277,2527315,2291673
440161,TRISTAR CENTENNIAL MEDICAL CENTER,629,4054,207235643,42684873,34432601
440168,METHODIST HEALTHCARE FAYETTE HOSPITAL,2316,40,661012.0001,182888,151513
440173,PARKWEST MEDICAL CENTER,624,5241,130448764,42076869,34915578
440174,HAYWOOD PARK COMMUNITY HOSPITAL,1774,186,1895345,1068709,910208
440175,CROCKETT HOSPITAL,1585,726,15810787,4933895,4116961
440176,INDIAN PATH MEDICAL CENTER,625,1030,42234620,8051398.999,6755466
440180,JELLICO COMMUNITY HOSPITAL,2001,350,3798808,2697018,2381301
440181,BOLIVAR GENERAL HOSPITAL,2317,49,360897,306818,267658
440182,MCKENZIE REGIONAL HOSPITAL,1775,292,7285833,1348275,1107861
440183,ST FRANCIS HOSPITAL,467,2980,173198435,27682892,23112230
440184,FRANKLIN WOODS COMMUNITY HOSPITAL,633,560,14111197,3053300,2506652
440185,SKYRIDGE MEDICAL CENTER,1586,2918,113095346,19045343,16223909
440186,(CLOSED) RIVERVIEW REGIONAL MEDICAL CENTER NORTH,1937,243,4534226,1553568,1353363
440187,LIVINGSTON REGIONAL HOSPITAL,1776,990,20838852,5723433,4851418
440189,REGIONAL HOSPITAL OF JACKSON,621,2672,166126227,21760706,18878199
440192,HIGHLANDS MEDICAL CENTER,1278,355,9041606,2762938,2397771
440193,UNIVERSITY MEDICAL CENTER,644,1336,65304371,11626140,9884514.001
440194,TRISTAR HENDERSONVILLE MEDICAL CENTER,1588,945,37595515,6588702,5159146
440197,TRISTAR SOUTHERN HILLS MEDICAL CENTER,629,743,23863589,6861916,5665009
440200,STONES RIVER HOSPITAL & DEKALB COMMUNITY HOSPITAL,2318,48,494293.0001,312555,279151
440218,THE CENTER FOR SPINAL SURGERY,629,266,12800522,4492100,4009020
440227,TRISTAR STONECREST MEDICAL CENTER,1808,702,22217792,6360930,5015743
440228,SAINT FRANCIS BARTLETT MEDICAL CENTER,987,1438,74052548,11571077,9491401
450002,PROVIDENCE MEMORIAL HOSPITAL,988,2257,141130832,21788107,19082982
450005,MEMORIAL HERMANN BAPTIST ORANGE HOSPITAL,2113,363,9275416,2149560,1830105
450007,PETERSON REGIONAL MEDICAL CENTER,638,1670,33363746,12175497,10392988
450010,UNITED REGIONAL HEALTH CARE SYSTEM,639,4936,170470269,46848533,40182701
450011,ST JOSEPH REGIONAL HEALTH CENTER,640,4992,199301081,40967976,35325246
450015,PARKLAND HEALTH AND HOSPITAL SYSTEM,647,1694,64254126,22990224,20935439
450018,UNIVERSITY OF TEXAS MEDICAL BRANCH GAL,989,2375,80189154,37238447,34625159
450021,BAYLOR UNIVERSITY MEDICAL CENTER,647,7425,278486783,91761919,80052390
450023,CITIZENS MEDICAL CENTER,641,2434,74406962,17746947,14611300
450024,UNIVERSITY MEDICAL CENTER OF EL PASO,988,575,12715049,5675540,5112754
450028,"VHS BROWNSVILLE HOSPITAL COMPANY, LLC",995,1421,113024028,17822290,16051689
450029,LAREDO MEDICAL CENTER,677,3849,249673726,39838463,35363024
450032,GOOD SHEPHERD MEDICAL CENTER MARSHALL,1777,1003,26392245,7440379,6557256
450033,VHS HARLINGEN HOSPITAL COMPANY LLC,990,3937,156805487,40709441,35863923
450034,CHRISTUS HOSPITAL,642,5462,206549904,41957986,34821077
450035,ST JOSEPH MEDICAL CENTER,207,862,37960170,9629730,8698994
450037,GOOD SHEPHERD MEDICAL CENTER,643,5594,194055087,48017017,42933010
450039,JPS HEALTH NETWORK,659,1320,48865259,15443125,14209095
450040,COVENANT MEDICAL CENTER,644,7058,551509155,76143822,59856077
450042,PROVIDENCE HEALTH CENTER,645,4524,116473417,36542870,31210601
450044,UT SOUTHWESTERN UNIVERSITY HOSPITAL,647,3033,137952844,34776135,32182737
450046,CHRISTUS SPOHN HOSPITAL CORPUS CHRISTI,646,6733,333070370,61780164,52897823
450051,METHODIST DALLAS MEDICAL CENTER,647,3034,117827950,39840536,35272178
450052,GOODALL WITCHER HOSPITAL,2114,75,1186299,518401,445388
450054,SCOTT & WHITE MEMORIAL HOSPITAL,648,7616,233278917,90052887,78974052
450055,ROLLING PLAINS MEMORIAL HOSPITAL,1938,204,2972774,1573492,1406046
450056,SETON MEDICAL CENTER AUSTIN,649,5076,292485098,45454820,37239741
450058,BAPTIST MEDICAL CENTER,125,11129,542288140,104955972,91037331
450064,TEXAS HEALTH ARLINGTON MEMORIAL HOSPITAL,651,3069,109174201,27357683,23633026
450068,MEMORIAL HERMANN TEXAS MEDICAL CENTER,652,2921,155166629,47394054,41488702
450072,BRAZOSPORT REGIONAL HEALTH SYSTEM,1589,1370,32231405,9264357,8065791
450073,COGDELL MEMORIAL HOSPITAL,2319,54,666975.0001,428253.9999,394849.9999
450078,ANSON GENERAL HOSPITAL,2187,107,1010085,700718,615857
450079,BAYLOR MEDICAL CENTER AT IRVING,653,2414,76647878,21499981,18264371
450080,TITUS REGIONAL MEDICAL CENTER,1939,515,10380749,4252214,3732752
450082,CHRISTUS SPOHN HOSPITAL BEEVILLE,2115,369,11149821,2572967,2228218
450083,EAST TEXAS MEDICAL CENTER,654,5837,403095063,53378923,43353153
450085,GRAHAM REGIONAL MEDICAL CENTER,2116,196,2852914,1487888,1309126
450087,NORTH HILLS HOSPITAL,655,1749,93498070,13598020,10988652
450090,NORTH TEXAS MEDICAL CENTER,1590,245,5480921,1711503,1495250
450092,FORT DUNCAN MEDICAL CENTER,1778,1062,39651037,6961754,6150481
450097,BAYSHORE MEDICAL CENTER,991,3228,179673158,30647096,26135240
450099,PAMPA REGIONAL MEDICAL CENTER,2002,367,11936033,2707265,2289027
450101,HILLCREST BAPTIST MEDICAL CENTER,645,2176,68475472,20904305,18253689
450102,MOTHER FRANCES HOSPITAL,654,7197,350655951,61995573,51600469
450104,GUADALUPE REGIONAL MEDICAL CENTER,1235,1160,25917108,9759460,8561715
450107,LAS PALMAS MEDICAL CENTER,988,5053,345065089,50476848,43143353
450108,CONNALLY MEMORIAL MEDICAL CENTER,2245,235,4556944,1626996,1338993
450119,SOUTH TEXAS HEALTH SYSTEM,656,3614,255978393,42313682,38540606
450124,UNIVERSITY MEDICAL CENTER AT BRACKENRIDGE,649,1072,50760452,11475280,10158146
450128,KNAPP MEDICAL CENTER,992,1978,46832753,16158735,14275552
450130,NIX HEALTH CARE SYSTEM,650,1272,35871961,10329323,9291424
450132,MEDICAL CENTER HOSPITAL,657,3422,110305918,35161317,30253557
450133,MIDLAND MEMORIAL HOSPITAL,658,2539,84010974,26843667,21879822
450135,TEXAS HEALTH HARRIS METHODIST FORT WORTH,659,7578,292700064,71553366,60940211
450137,BAYLOR ALL SAINTS MEDICAL CENTER AT FW,659,3144,110582201,34289692,29530149
450143,SETON SMITHVILLE REGIONAL HOSPITAL,2117,135,2018915,758423,633212
450144,PERMIAN REGIONAL MEDICAL CENTER ANDREWS COUNTY HO,2320,12,134351,118452,104948
450147,DETAR HOSPITAL NAVARRO,641,2252,123406675,17399848,15068352
450148,TEXAS HEALTH HARRIS METHODIST HOSPITAL CLEBURNE,1883,722,23774394,5771290,4894648
450152,METROPLEX HOSPITAL,1792,1716,47299390,13681385,12041610
450154,VAL VERDE REGIONAL MEDICAL CENTER,2118,523,11007484,4152767,3777375
450155,HEREFORD REGIONAL MEDICAL CENTER,2321,53,420219,297809,243765
450162,GRACE MEDICAL CENTER,644,273,14580375,3736024,3067621
450163,CHRISTUS SPOHN HOSPITAL KLEBERG,1591,861,27259554,4623967,3801190
450165,SOUTH TEXAS REGIONAL MEDICAL CENTER,1706,361,9903610,2068573,1722911
450176,MISSION REGIONAL MEDICAL CENTER,1236,2350,78292890,25614695,23056122
450177,UVALDE MEMORIAL HOSPITAL,1592,312,6350618,2617388,2295819
450178,PECOS COUNTY MEMORIAL HOSPITAL,2119,199,2308047,1207002,998096
450184,MEMORIAL HERMANN HOSPITAL SYSTEM,652,11141,359086847,121837082,103517879
450187,SCOTT & WHITE HOSPITAL BRENHAM,1940,300,7883387,2787932,2498478
450188,ETMC CLARKSVILLE,1779,426,12315812,2058509,1703685
450192,HILL REGIONAL HOSPITAL,1941,402,9767754,2276042,1877369
450193,ST LUKES EPISCOPAL HOSPITAL,652,5907,296663219,76610044,50029646
450194,EAST TEXAS MEDICAL CENTER JACKSONVILLE,1884,324,16568234,2436559,2146481
450196,PARIS REGIONAL MEDICAL CENTER,660,2745,75776342,21682776,18726335
450200,WADLEY REGIONAL MEDICAL CENTER,661,1754,62522933,14886856,12935631
450203,WEATHERFORD REGIONAL MEDICAL CENTER,1780,1333,44462184,9178031,7693802.001
450209,NORTHWEST TEXAS HOSPITAL,662,2917,115551661,30501420,27528337
450210,ETMC CARTHAGE,1781,182,4934323,1184856,987531.0001
450211,MEMORIAL MEDICAL CENTER OF EAST TEXAS,663,2393,121620843,17102148,14572441
450213,UNIVERSITY HEALTH SYSTEM,650,920,23613405,13280099,11762520
450214,GULF COAST MEDICAL CENTER,121,192,5149968,1449309,1287786
450219,SCOTT & WHITE HOSPITAL-LLANO,2120,165,1473350,1254635,1137515
450221,MOORE COUNTY HOSPITAL DISTRICT,2121,78,1248506,700285.0001,623708
450222,CONROE REGIONAL MEDICAL CENTER,664,3569,233040401,32658124,27424364
450229,HENDRICK MEDICAL CENTER,665,4056,170203330,38659991,31815921
450231,BAPTIST ST ANTHONYS HEALTH SYSTEM-BAPTIST CAMPUS,662,5889,184648506,48945430,40502963
450234,COMANCHE COUNTY MEDICAL CENTER,2323,62,794321.0001,373397,316046
450235,MEMORIAL HOSPITAL,212,137,1230690,785943,672652
450236,HOPKINS COUNTY MEMORIAL HOSPITAL,666,813,13759625,5223778,4406328
450237,CHRISTUS SANTA ROSA HOSPITAL,650,6292,231938809,71477224,63894707
450241,FAITH COMMUNITY HOSPITAL,2122,45,234565,187478,151906
450243,HAMLIN MEMORIAL HOSPITAL,2395,12,154649,195719,185387
450253,BELLVILLE GENERAL HOSPITAL,2247,97,897603,532326,436264
450270,LAKE WHITNEY MEDICAL CENTER,1885,185,807675,961999,838859
450271,WISE REGIONAL HEALTH SYSTEM,667,1035,36598731,8408648,7176477
450272,CENTRAL TEXAS MEDICAL CENTER,1707,860,24493402,7581693,6695256
450280,BAYLOR MEDICAL CENTER AT GARLAND,668,2756,89999015,26356545,23131896
450283,COZBY-GERMANY HOSPITAL,2123,68,891001.0001,368017,309139
450289,HARRIS HEALTH SYSTEM,652,817,23034291,11774861,11002448
450292,TEXAS HEALTH PRESBYTERIAN HOSPITAL KAUFMAN,1593,569,11320836,3469294,2859744
450293,FRIO REGIONAL HOSPITAL,2339,42,345970,208080,167497
450296,CLEVELAND REGIONAL MEDICAL CTR,2124,469,25211901,3233750,2827037
450299,COLLEGE STATION MEDICAL CENTER,1594,1271,87208483.99,12158334,10271698
450306,STAMFORD MEMORIAL HOSPITAL,2248,42,359767,246107,214519
450324,TEXOMA MEDICAL CENTER,669,2816,99398956,24086909,20754870
450330,OAKBEND MEDICAL CENTER,1595,978,28615382,7519454,6700659
450340,SAN ANGELO COMMUNITY MEDICAL CENTER,670,1298,66799988,10064740,8677608
450346,MEMORIAL HERMANN BAPTIST BEAUMONT HOSPITAL,642,4051,142316007,31947972,28090208
450347,HUNTSVILLE MEMORIAL HOSPITAL,1942,736,19901917,5054836,4328688
450348,FALLS COMMUNITY HOSPITAL AND CLINIC,2324,242,4090615,1824733,1639432
450351,TEXAS HEALTH HARRIS METHODIST HOSPITAL STEPHENVILL,1782,453,11794618,3775294,3301618
450352,HUNT REGIONAL MEDICAL CENTER,1237,1367,33928743,10592805,9153633.999
450358,"METHODIST HOSPITAL,THE",652,8126,472920159,95811669.01,85466924
450369,CHILDRESS REGIONAL MEDICAL CENTER,2249,103,1070908,601360,474648
450370,COLUMBUS COMMUNITY HOSPITAL,1684,193,2402574,1615488,1436861
450372,BAYLOR MEDICAL CENTER AT WAXAHACHIE,1596,842,24869553,6735572,5722326
450373,EAST TEXAS MEDICAL CENTER MOUNT VERNON,2188,168,3732884,987418,846306
450379,DALLAS MEDICAL CENTER,647,185,7174094,1372328,1132019
450388,METHODIST HOSPITAL,650,15421,736456032,151690518,130100668
450389,EAST TEXAS MEDICAL CENTER ATHENS,993,2134,78111438,13315396,10905608
450395,MEMORIAL MEDICAL CENTER LIVINGSTON,1708,615,28246035,4074738,3445453
450399,BROWNFIELD REGIONAL MEDICAL CENTER,2125,60,531856,462684,411810
450400,PARKVIEW REGIONAL HOSPITAL,1943,234,5442672,1468644,1248487
450403,MEDICAL CENTER OF MCKINNEY,994,2349,146124728,18901389,15710931
450411,EASTLAND MEMORIAL HOSPITAL,2126,254,2334291,1365016,1156435
450419,TEXAS HEALTH HARRIS METHODIST HOSPITAL AZLE,2003,389,7716661,2698170,2151836
450422,BAYLOR MEDICAL CENTER AT UPTOWN,647,229,9253697,3378804,2530354
450424,SAN JACINTO METHODIST HOSPITAL,1238,2683,152826204,26864758,23792789
450431,ST DAVIDS MEDICAL CENTER,649,5734,280680135,62617439,52215369
450438,COLORADO FAYETTE MEDICAL CENTER,2127,239,2128463,1481768,1312453
450446,RIVERSIDE GENERAL HOSPITAL,652,443,12603552,2497335,2184606
450447,NAVARRO REGIONAL HOSPITAL,1597,1092,33270120,6645265,5484071
450451,GLEN ROSE MEDICAL CENTER,2128,217,2829206,1310549,1131245
450460,TYLER COUNTY HOSPITAL,2129,154,1396386,790970,673826
450462,TEXAS HEALTH PRESBYTERIAN HOSPITAL  DALLAS,647,5547,214191119,50887026,43195101
450465,MATAGORDA REGIONAL MEDICAL CENTER,2004,559,10237918,3763498,3299008
450469,TEXAS HEALTH PRESBYTERIAN HOSPITAL-WNJ,1239,2118,77282959,16977382,14654547
450475,ETMC HENDERSON,1886,326,10583724,2451242,2154820
450484,WOODLAND HEIGHTS MEDICAL CENTER,663,1433,88850472,11036342,9341602
450488,ALLEGIANCE SPECIALTY HOSPITAL OF KILGORE,2396,34,361290.9999,161213,141561
450489,MEDICAL ARTS HOSPITAL,2326,22,236438,155573,136077
450497,BOWIE MEMORIAL HOSPITAL,1944,184,3739441,1230401,1072629
450498,STEPHENS MEMORIAL HOSPITAL,2130,85,587811,432906,370818
450508,MEMORIAL HOSPITAL,212,1107,29268149,8188675,7140070
450518,THE MEDICAL CENTER OF SOUTHEAST TEXAS,671,1615,65392585,12099974,10408362
450537,METHODIST RICHARDSON MEDICAL CENTER,1599,905,31295203,8628252.999,7344204
450539,COVENANT HOSPITAL PLAINVIEW,1709,250,4167988.001,1550474,1300476
450558,ABILENE REGIONAL MEDICAL CENTER,665,1672,107553890,14776680,12993874
450563,BAYLOR REGIONAL MEDICAL CENTER AT GRAPEVINE,672,2472,80054261,19997014,16626018
450565,PALO PINTO GENERAL HOSPITAL,2131,321,5787895,2217898,1873132
450571,SHANNON MEDICAL CENTER,670,3221,98924467,29346654,24491707
450573,CHRISTUS JASPER MEMORIAL HOSPITAL,2132,421,6538742,2580346,2224724
450578,HEMPHILL COUNTY HOSPITAL,2327,11,121332,181291,172067.0001
450580,EAST TEXAS MEDICAL CENTER CROCKETT,1600,463,13102494,2634161,2183183
450584,WILBARGER GENERAL HOSPITAL,2328,25,199749,151610,123327
450586,SEYMOUR HOSPITAL,1945,81,996765.9999,711802,647402
450587,BROWNWOOD REGIONAL MEDICAL CENTER,1601,1628,57886261,9611916,8147248
450591,ANGLETON-DANBURY MEDICAL CENTER,2133,282,5269652,2250898,1936633
450596,LAKE GRANBURY MEDICAL CENTER,1602,608,35864870,4706129,3843419
450597,CUERO COMMUNITY HOSPITAL,1946,414,4579079,2299330,1948832
450604,HILL COUNTRY MEMORIAL HOSPITAL INC,673,820,18524208,7554763.001,6498964
450605,CARE REGIONAL MEDICAL CENTER,1887,334,5396143,2456510,2182952
450610,MEMORIAL HERMANN MEMORIAL CITY MEDICAL CENTER,652,3706,112425374,35618657,27983893
450615,ATLANTA MEMORIAL HOSPITAL,2250,202,2293466,1016228,876156
450617,CLEAR LAKE REGIONAL MEDICAL CENTER,674,6893,450433424,62721340,52596971
450620,DIMMIT REGIONAL HOSPITAL,2329,141,1113733,837303,722516
450630,SPRING BRANCH MEDICAL CENTER,652,14,920066,170476,161372
450634,DENTON REGIONAL MEDICAL CENTER,675,3137,186884922,24746575,19459112
450638,HOUSTON NORTHWEST MEDICAL CENTER,652,2799,147393678,25642747,21754171
450639,TEXAS HEALTH HARRIS METHODIST HURST-EULESS-BEDFORD,676,2752,92276096,21637602,17830871
450641,NOCONA GENERAL HOSPITAL,2134,171,1414172,921466,773684
450643,DOCTORS HOSPITAL OF LAREDO,677,1200,46168754,10361506,9179396
450644,WEST HOUSTON MEDICAL CENTER,652,2019,109602062,20680817,17977369
450647,MEDICAL CITY DALLAS HOSPITAL,647,3371,262376812,36295698,28214889
450651,MEDICAL CENTER OF PLANO,678,3479,223276054,30297200,23275847
450653,SCENIC MOUNTAIN MEDICAL CENTER,1710,575,17652036,3281297,2767232
450654,STARR COUNTY MEMORIAL HOSPITAL,1888,590,6156686,3540659,3095880
450656,NACOGDOCHES MEDICAL CENTER,1598,1066,52980835,8265981,6923718
450658,EAST TEXAS MEDICAL CENTER - FAIRFIELD,2266,138,3709505,998466.9999,885333.0001
450659,PARK PLAZA HOSPITAL,652,927,72862582,10262559,9020275
450661,ODESSA REGIONAL HOSPITAL,657,652,34137328,7733241.999,6674328
450662,VALLEY REGIONAL MEDICAL CENTER,995,1752,122002129,20073229,18064288
450668,SIERRA MEDICAL CENTER,988,2425,169125423,20910522,17629703
450669,MEDICAL CENTER OF LEWISVILLE,1240,1336,68815550,10834341,8713061
450670,TOMBALL REGIONAL MEDICAL CENTER,1241,2534,98354584,19792456,16692816
450672,PLAZA MEDICAL CENTER OF FORT WORTH,659,3840,293127302,42510599,33934973
450675,MEDICAL CENTER OF ARLINGTON,651,2465,173619374,23385586,19828292
450677,HUGULEY MEMORIAL MEDICAL CENTER,679,2261,93320666,17167745,14894636
450678,DOCTORS HOSPITAL,172,1560,87327725,11836060,10004607
450683,RENAISSANCE HOSPITAL TERRELL,2135,175,3460655,1293321,1147952
450684,MEMORIAL HERMANN NORTHEAST,680,2095,62516825,19661185,16290522
450686,UNIVERSITY MEDICAL CENTER,644,3811,145847750,46416206,41767215
450688,DALLAS REGIONAL MEDICAL CENTER,1783,1099,70901625,10254695,9068233
450690,UNIVERSITY OF TEXAS HEALTH SCIENCE CENTER AT TYLER,654,431,18016199,4238322,3548152
450694,EL CAMPO MEMORIAL HOSPITAL,2348,63,589801,329184,270805
450697,SOUTHWEST GENERAL HOSPITAL,650,1087,39744980,11841042,10704540
450698,LAMB HEALTHCARE CENTER,2251,50,301694,412870,366163
450702,LONGVIEW REGIONAL MEDICAL CENTER,643,1263,74524845,10802801,9148025
450709,CHRISTUS ST JOHN HOSPITAL,1242,1113,34852882,8556253,6941624
450711,RIO GRANDE REGIONAL HOSPITAL,681,3003,190129561,31550615,28227545
450713,ST DAVID'S SOUTH AUSTIN MEDICAL CENTER,649,4098,192113610,33121132,27995976
450716,CYPRESS FAIRBANKS MEDICAL CENTER,652,704,38623970,6150558,4930431
450718,ROUND ROCK MEDICAL CENTER,755,1480,73938131,12342518,10331177
450723,METHODIST CHARLTON MEDICAL CENTER,647,3277,120988612,33327027,28440296
450730,BAYLOR MEDICAL CENTER AT CARROLLTON,1603,874,27594355,8005832,6683779
450742,LAKE POINTE MEDICAL CENTER,1243,1183,39634411,7438846,6117035
450743,TEXAS HEALTH PRESBYTERIAN HOSPITAL DENTON,675,2008,78486897,15272905,12621023
450747,PALESTINE REGIONAL MEDICAL CENTER,1244,1243,34962461,8306851,6900030
450749,EAST TEXAS MEDICAL CENTER TRINITY,2252,190,5477835,1061346,903435
450754,HAMILTON GENERAL HOSPITAL,1947,682,8043733,3590152,3066163
450755,COVENANT HOSPITAL LEVELLAND,2189,103,1344231,635235,545894
450766,UT SOUTHWESTERN UNIVERSITY HOSPITAL-ZALE LIPSHY,647,278,7869685,2492684,2169165
450770,CENTRAL TEXAS HOSPITAL,2136,76,581727,464918,406202
450771,TEXAS HEALTH PRESBYTERIAN HOSPITAL PLANO,678,2469,95384510,22326012,17294576
450774,TOPS SURGICAL SPECIALTY HOSPITAL,652,117,3761648,1282224,1049509
450775,KINGWOOD MEDICAL CENTER,682,2859,193289078,27160676,22927475
450779,TEXAS HEALTH HARRIS METHODIST HOSPITAL SOUTHWEST F,659,1830,66076188,15184807,12299648
450780,METHODIST AMBULATORY SURGERY HOSPITAL NW,650,189,10709284,2436942,1862287
450788,"CORPUS CHRISTI MEDICAL CENTER,THE",646,3142,181792956,28407237,24264958
450795,ST ANTHONY'S HOSPITAL,132,88,8429351,1035721,972285.9999
